X,Buy/Neutral/Sell,tweets,replies,retweets,favs,user,timeStamp,new_tweets,new_dts,assigned_member,coinMentioned,termsMentioned
3398,0,"1999: adoption of the internet grew faster than networks could support <a href=""/hashtag/bandwidth?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bandwidth</b></a> issues lead to heavy congestions &amp; slowdowns <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" draggable=""false"" alt=""🤔"" title=""Thinking face"" aria-label=""Emoji: Thinking face"">

2017: adoption of bitcoin grew faster than the network could scale <a href=""/hashtag/blocksize?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>blocksize</b></a> issues lead to congestion &amp; slowdowns <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62c.png"" draggable=""false"" alt=""😬"" title=""Grimacing face"" aria-label=""Emoji: Grimacing face""><a href=""/hashtag/Fractals?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Fractals</b></a> <a href=""/hashtag/LtcWinter?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>LtcWinter</b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f441.png"" draggable=""false"" alt=""👁"" title=""Eye"" aria-label=""Emoji: Eye"">",5,35,135,cryptousemaki,2017-12-27 03:19:00,adoption of the internet grew faster than networks could support issues lead to heavy congestions amp slowdowns adoption of bitcoin grew faster than the network could scale issues lead to congestion amp slowdowns,1514315940,daniel,TRUE,TRUE
3401,0,"<a href=""/search?q=%24SYS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>SYS</b></a> ATH in coming days/weeks.
Better buy 100K coins while you can afford it. Fire up a masternode",3,4,17,cryptousemaki,2017-12-27 00:13:00,ath in coming daysweeksbetter buy k coins while you can afford it fire up a masternode,1514304780,daniel,FALSE,TRUE
3403,0,"pampit<a href=""https://t.co/rkx1sfKqnL"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/cryptousemaki/status/943753260866981888"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/cryptousemaki/status/943753260866981888""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/cryptousemaki/</span><span class=""invisible"">status/943753260866981888</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",NA,NA,1,cryptousemaki,2017-12-26 14:21:00,pampit,1514269260,daniel,TRUE,FALSE
3407,0,"What a gorgeous stop-run across the entire <a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a> space.",10,9,106,cryptousemaki,2017-12-25 23:51:00,what a gorgeous stoprun across the entire space,1514217060,daniel,FALSE,TRUE
3409,0,"McAfee's army is lagging bittrex

isini bitiren ciksin arkadaslar",NA,NA,8,cryptousemaki,2017-12-25 06:14:00,mcafee's army is lagging bittrexisini bitiren ciksin arkadaslar,1514153640,daniel,TRUE,TRUE
3411,0,"pampit <a href=""https://t.co/xLeIPXiEhq"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/SRQGRINDER/status/944251277034315777"" class=""twitter-timeline-link"" target=""_blank"" title=""https://twitter.com/SRQGRINDER/status/944251277034315777""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/SRQGRINDER/sta</span><span class=""invisible"">tus/944251277034315777</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",1,1,NA,cryptousemaki,2017-12-25 05:58:00,pampit,1514152680,daniel,TRUE,FALSE
3416,0,"Funny thing is most people were wanting a <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> dump so they could get in 
then when we got it most were too scared to buy 
NOW many will pile back in once it looks ""safe"" above $15000
<a href=""/hashtag/Emotions?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Emotions</b></a>",32,82,509,cryptousemaki,2017-12-23 09:14:00,funny thing is most people were wanting a dump so they could get in then when we got it most were too scared to buy now many will pile back in once it looks safe above,1513991640,daniel,TRUE,TRUE
3418,1,"<a href=""/search?q=%24XEM&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XEM</b></a> is definitely a buy above daily cloud. Between 5500-6000",2,5,12,cryptousemaki,2017-12-23 03:37:00,is definitely a buy above daily cloud between,1513971420,daniel,FALSE,TRUE
3419,0,"Yesterday we officially started ""new paradigm""
no more 4 digits <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f643.png"" draggable=""false"" alt=""🙃"" title=""Upside-down face"" aria-label=""Emoji: Upside-down face""><a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a>",1,1,7,cryptousemaki,2017-12-22 23:49:00,yesterday we officially started new paradigmno more digits,1513957740,daniel,FALSE,TRUE
3420,0,"pampit<a href=""https://t.co/12COor1ynO"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/Inside_NEM/status/944194256201306113"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/Inside_NEM/status/944194256201306113""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Inside_NEM/sta</span><span class=""invisible"">tus/944194256201306113</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",NA,1,4,cryptousemaki,2017-12-22 23:47:00,pampit,1513957620,daniel,TRUE,FALSE
3421,0,"I am seeing this analysis everywhere now. I guess it's inspiring huh<a href=""https://t.co/3SpJIZaC6Y"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/cryptousemaki/status/944216781413117953"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/cryptousemaki/status/944216781413117953""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/cryptousemaki/</span><span class=""invisible"">status/944216781413117953</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",NA,1,6,cryptousemaki,2017-12-22 22:39:00,i am seeing this analysis everywhere now i guess it's inspiring huh,1513953540,daniel,FALSE,TRUE
3423,0,Lets hope ~$10500 holds and leads to even bullish market cycle,NA,NA,5,cryptousemaki,2017-12-22 06:49:00,lets hope ~ holds and leads to even bullish market cycle,1513896540,daniel,FALSE,TRUE
3424,0,"First large TF retracement after ""paradigm shift"". Up %100 starting from new trend, then down %40 like previous one.
Log scale
<a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a><a href=""https://t.co/GMrbVmD3jK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/GMrbVmD3jK</a>",4,4,7,cryptousemaki,2017-12-22 06:43:00,first large tf retracement after paradigm shift up starting from new trend then down like previous onelog scale,1513896180,daniel,TRUE,TRUE
3428,1,"I hate to call bottom/top but this looks like it
buying with tight stop",1,NA,1,cryptousemaki,2017-12-21 23:25:00,i hate to call bottomtop but this looks like itbuying with tight stop,1513869900,daniel,FALSE,TRUE
3429,0,"Bottom is near <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>",2,2,7,cryptousemaki,2017-12-21 23:13:00,bottom is near,1513869180,daniel,FALSE,TRUE
3432,0,But my analysis: 5000 sats,NA,NA,NA,cryptousemaki,2017-12-21 06:38:00,but my analysis sats,1513809480,daniel,FALSE,TRUE
3433,1,"Buying <a href=""/search?q=%24XEM&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XEM</b></a> on retrace.
Will publish price when it's time. 
Can't predict retraces on this level of fomo <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f644.png"" draggable=""false"" alt=""🙄"" title=""Face with rolling eyes"" aria-label=""Emoji: Face with rolling eyes""><a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a>",4,NA,3,cryptousemaki,2017-12-21 06:35:00,buying on retracewill publish price when it's time can't predict retraces on this level of fomo,1513809300,daniel,FALSE,TRUE
3435,0,"Ok now lets see how mainstream media reacts
then <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f911.png"" draggable=""false"" alt=""🤑"" title=""Money-mouth face"" aria-label=""Emoji: Money-mouth face""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f911.png"" draggable=""false"" alt=""🤑"" title=""Money-mouth face"" aria-label=""Emoji: Money-mouth face""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f911.png"" draggable=""false"" alt=""🤑"" title=""Money-mouth face"" aria-label=""Emoji: Money-mouth face""><a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> <a href=""/hashtag/ripple?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ripple</b></a> 
hodling strong",2,3,5,cryptousemaki,2017-12-21 06:17:00,ok now lets see how mainstream media reactsthen hodling strong,1513808220,daniel,TRUE,FALSE
3437,0,"IF ethereum manages to pass resistance, then <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket""><a href=""/hashtag/ethereum?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ethereum</b></a> <a href=""/search?q=%24ETH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETH</b></a> <a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a><a href=""https://t.co/MG9sFcq1K8"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/MG9sFcq1K8</a>",NA,2,7,cryptousemaki,2017-12-21 04:11:00,if ethereum manages to pass resistance then,1513800660,daniel,TRUE,TRUE
3438,1,"Holding &amp; buying more. <a href=""/search?q=%24SYS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>SYS</b></a> is just getting started
<a href=""/hashtag/syscoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>syscoin</b></a><a href=""https://t.co/0J3hpjIgc3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/0J3hpjIgc3</a>",1,NA,4,cryptousemaki,2017-12-21 01:41:00,holding amp buying more is just getting started,1513791660,daniel,TRUE,TRUE
3439,0,"Buyuk <a href=""/search?q=%24SYS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>SYS</b></a> projesi durmuyor hocam <a href=""/cryptotatlises"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""855794327213273088""><s>@</s><b>cryptotatlises</b></a>",1,1,5,cryptousemaki,2017-12-21 01:38:00,buyuk projesi durmuyor hocam,1513791480,daniel,FALSE,TRUE
3442,0,"Watch out for ripple if price passes $1 level and holds
<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> <a href=""/hashtag/ripple?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ripple</b></a>",3,4,16,cryptousemaki,2017-12-21 00:01:00,watch out for ripple if price passes level and holds,1513785660,daniel,TRUE,TRUE
3445,0,"The <a href=""/hashtag/Bulwark?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Bulwark</b></a> Team is proud to announce that our whitepaper is now live! <a href=""https://t.co/kWJ4iaUQWR"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://bulwarkcrypto.com/Bulwark_Whitepaper_v1.pdf"" class=""twitter-timeline-link"" target=""_blank"" title=""https://bulwarkcrypto.com/Bulwark_Whitepaper_v1.pdf""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bulwarkcrypto.com/Bulwark_Whitep</span><span class=""invisible"">aper_v1.pdf</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>

<a href=""/search?q=%24BWK&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BWK</b></a> <a href=""/hashtag/community?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>community</b></a> <a href=""/hashtag/masternode?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>masternode</b></a> <a href=""/hashtag/future?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>future</b></a> <a href=""/hashtag/plans?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>plans</b></a> <a href=""/hashtag/cryptocurrency?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>cryptocurrency</b></a> <a href=""/hashtag/privacy?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>privacy</b></a> <a href=""/hashtag/technology?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>technology</b></a> <a href=""/hashtag/thesis?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>thesis</b></a> <a href=""/hashtag/production?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>production</b></a> <a href=""/hashtag/integration?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>integration</b></a> <a href=""/hashtag/investment?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>investment</b></a> <a href=""/hashtag/portfolio?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>portfolio</b></a> <a href=""/hashtag/security?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>security</b></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a>",2,17,31,cryptousemaki,2017-12-19 14:25:00,the team is proud to announce that our whitepaper is now live,1513664700,daniel,FALSE,TRUE
3447,1,"Bouncy <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>
rebuying when it tests the support line<a href=""https://t.co/NamQNg7aDR"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NamQNg7aDR</a>",2,5,10,cryptousemaki,2017-12-19 14:13:00,bouncy rebuying when it tests the support line,1513663980,daniel,FALSE,TRUE
3448,0,"Love the silence on twitter when <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> dumps",4,8,36,cryptousemaki,2017-12-19 13:33:00,love the silence on twitter when dumps,1513661580,daniel,TRUE,FALSE
3451,-1,"Taking some profit here as <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> started to move. 50% gainzz you are welcome <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f609.png"" draggable=""false"" alt=""😉"" title=""Winking face"" aria-label=""Emoji: Winking face""><a href=""/search?q=%24SYS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>SYS</b></a> <a href=""/hashtag/syscoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>syscoin</b></a> <a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a>",3,1,4,cryptousemaki,2017-12-18 23:26:00,taking some profit here as started to move gainzz you are welcome,1513610760,daniel,FALSE,TRUE
3452,0,"Last couple of days was extremely profitable. If you are still in alts, watch out for <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> and use tight stops",1,NA,3,cryptousemaki,2017-12-18 23:19:00,last couple of days was extremely profitable if you are still in alts watch out for and use tight stops,1513610340,daniel,FALSE,TRUE
3453,0,"Wise man<a href=""https://t.co/XY7M7CICcv"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/alistairmilne/status/942824774509760512"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/alistairmilne/status/942824774509760512""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/alistairmilne/</span><span class=""invisible"">status/942824774509760512</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",NA,NA,1,cryptousemaki,2017-12-18 13:43:00,wise man,1513575780,daniel,FALSE,TRUE
3454,1,"FOMO bought <a href=""/search?q=%24BCH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BCH</b></a> already? Be wise and wait for a safe entry after it breaks out the resistance<a href=""https://t.co/mm8DNSvo50"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/mm8DNSvo50</a>",4,1,9,cryptousemaki,2017-12-18 13:08:00,fomo bought already be wise and wait for a safe entry after it breaks out the resistance,1513573680,daniel,FALSE,TRUE
3460,0,"Be patient with the alt entries, let <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> strength be your gains for now. Alts will have their time...",52,112,587,cryptousemaki,2017-12-16 12:34:00,be patient with the alt entries let strength be your gains for now alts will have their time,1513398840,daniel,FALSE,TRUE
3462,1,"<a href=""/search?q=%24BWK&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BWK</b></a> in the buyzone. 
- Anon
- New masternode coin with 800% ROI
- No ICO fair distribution via accelerated POW
- Masternode block rewards to double next month

<a href=""https://t.co/VfAbncON2r"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://masternodes.online/currencies/BWK/"" class=""twitter-timeline-link"" target=""_blank"" title=""https://masternodes.online/currencies/BWK/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">masternodes.online/currencies/BWK/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
Cryptopia Gem
<a href=""/BulwarkCoin"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""920032765269172228""><s>@</s><b>BulwarkCoin</b></a> <a href=""/cryptomocho"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""851180269285625856""><s>@</s><b>cryptomocho</b></a> <a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a> <a href=""/hashtag/masternode?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>masternode</b></a><a href=""https://t.co/v3FgFA0Afn"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/v3FgFA0Afn</a>",3,3,9,cryptousemaki,2017-12-14 14:17:00,in the buyzone anon new masternode coin with roi no ico fair distribution via accelerated pow masternode block rewards to double next monthcryptopia gem,1513232220,daniel,FALSE,TRUE
3464,0,"Don't understand why there are no darkmarkets on syscoin/blockmarket
- FBI-proof 
- Anon pay with ZCash
- Unhackable

<a href=""/search?q=%24sys&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>sys</b></a> <a href=""/search?q=%24zec&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>zec</b></a> <a href=""/hashtag/syscoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>syscoin</b></a> <a href=""/hashtag/darkmarket?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>darkmarket</b></a> <a href=""/hashtag/deepweb?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>deepweb</b></a>",1,2,9,cryptousemaki,2017-12-13 14:50:00,don't understand why there are no darkmarkets on syscoinblockmarket fbiproof anon pay with zcash unhackable,1513147800,daniel,TRUE,TRUE
3467,0,"<a href=""/search?q=%24SYS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>SYS</b></a> you dont need a TA with these fundamentals but TA looking amazing to
Look at that bounce resistance which is tested 3 times became support 
This is the Mega Support !<a href=""https://t.co/jWqzrIGnik"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/jWqzrIGnik</a>",1,8,7,cryptousemaki,2017-12-12 00:19:00,you dont need a ta with these fundamentals but ta looking amazing tolook at that bounce resistance which is tested times became support this is the mega support,1513009140,daniel,FALSE,TRUE
3468,0,"<a href=""/search?q=%24SYS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>SYS</b></a> forming pennant at the bottom and still in the green buy zone considering the big picture.
- Masternode soon
- Decentralized Darkmarket possibility (using blockmarket) after zcash integration
<a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/search?q=%24crypto&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>crypto</b></a><a href=""https://t.co/BYxrzUvDoy"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/BYxrzUvDoy</a>",5,7,11,cryptousemaki,2017-12-11 23:58:00,forming pennant at the bottom and still in the green buy zone considering the big picture masternode soon decentralized darkmarket possibility using blockmarket after zcash integration,1513007880,daniel,TRUE,TRUE
3469,1,"Last flag before rocket <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>
<a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/search?q=%24crypto&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>crypto</b></a><a href=""https://t.co/ha4eJ0CyQW"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ha4eJ0CyQW</a>",3,2,3,cryptousemaki,2017-12-10 10:52:00,last flag before rocket,1512874320,daniel,FALSE,TRUE
